date,opposition_code,opposition_full,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_mins,hr_zone_2_mins,hr_zone_3_mins,hr_zone_4_mins,hr_zone_5_mins,high_intensity_running_distance,hr_high_intensity_duration,accel_decel,week_start_date,week_game_count,md_label,week_game_count_md_label,week_game_count_md_hr_zone_1_mins_mean,week_game_count_md_hr_zone_2_mins_mean,week_game_count_md_hr_zone_3_mins_mean,week_game_count_md_hr_zone_4_mins_mean,week_game_count_md_hr_zone_5_mins_mean,week_game_count_md_day_duration_mean,week_game_count_md_peak_speed_mean,week_game_count_md_distance_mean,week_game_count_md_distance_over_21_mean,week_game_count_md_distance_over_24_mean,week_game_count_md_distance_over_27_mean,week_game_count_md_accel_decel_over_2_5_mean,week_game_count_md_accel_decel_over_3_5_mean,week_game_count_md_accel_decel_over_4_5_mean,week_game_count_md_high_intensity_running_distance,week_game_count_md_mean_distance,week_game_count_md_mean_high_intesnity_running_distance,week_game_count_md_mean_hr_high_intensity_duration,week_game_count_md_mean_accel_decel,week_game_count_md_day_duration_median,week_game_count_md_peak_speed_median,week_game_count_md_distance_median,week_game_count_md_distance_over_21_median,week_game_count_md_distance_over_24_median,week_game_count_md_distance_over_27_median,week_game_count_md_accel_decel_over_2_5_median,week_game_count_md_accel_decel_over_3_5_median,week_game_count_md_accel_decel_over_4_5_median,week_game_count_md_high_intensity_running_distance_median,week_game_count_md_high_intesnity_running_distance_median,week_game_count_md_hr_high_intensity_duration_median,week_game_count_md_accel_decel_median,week_game_count_hr_zone_1_mins_mean,week_game_count_hr_zone_2_mins_mean,week_game_count_hr_zone_3_mins_mean,week_game_count_hr_zone_4_mins_mean,week_game_count_hr_zone_5_mins_mean,week_game_count_duration_mean,week_game_count_peak_speed_mean,week_game_count_distance_mean,week_game_count_distance_over_21_mean,week_game_count_distance_over_24_mean,week_game_count_distance_over_27_mean,week_game_count_accel_decel_over_2_5_mean,week_game_count_accel_decel_over_3_5_mean,week_game_count_accel_decel_over_4_5_mean,week_game_count_high_intensity_running_distance,week_game_count_mean_distance,week_game_count_mean_high_intesnity_running_distance,week_game_count_mean_hr_high_intensity_duration,week_game_count_mean_accel_decel,is_outlier_distance,is_outlier_upper_distance,is_outlier_high_intensity_running_distance,is_outlier_upper_high_intensity_running_distance,is_outlier_hr_high_intensity_duration,is_outlier_upper_hr_high_intensity_duration,is_outlier_accel_decel,is_outlier_upper_accel_decel,is_outlier_distance_week_game_count,is_outlier_upper_distance_week_game_count,is_outlier_high_intensity_running_distance_week_game_count,is_outlier_upper_high_intensity_running_distance_week_game_count,is_outlier_hr_high_intensity_duration_week_game_count,is_outlier_upper_hr_high_intensity_duration_week_game_count,is_outlier_accel_decel_week_game_count,is_outlier_upper_accel_decel_week_game_count
2022-08-02,,,10,-4,2022/2023,4524.085076,89.27853044,85.69031816,61.6343353,119.1081009,32.63692816,8.557442749,76.24236931,30.7559,3.6666666666666665,17.483333333333334,19.333333333333332,11.383333333333333,0.03333333333333333,236.6031839,11.416666666666666,160.30247180899997,2022-08-01,1,-4,1GW__MD-4,7.345934959349593,17.265040650406505,17.797154471544715,10.799186991869918,0.17479674796747968,73.81371141658536,26.308994349512194,4794.468987560976,206.57831908465855,87.30228746441463,32.02510753697561,110.22082537243904,36.73025046560976,11.105192325317073,325.90571408604876,4794.468987560976,325.90571408604876,10.973983739837399,158.05626816336584,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-03,,,10,-3,2022/2023,5264.645855,245.861691,91.34814267,20.21058834,45.97401948,6.309729836,3.095989752,65.21783048,28.67495,6.733333333333333,16.666666666666668,15.583333333333334,6.133333333333334,0.016666666666666666,357.42042201000004,6.15,55.379739068000006,2022-08-01,1,-3,1GW__MD-3,4.284074074074074,13.224814814814815,15.965925925925927,10.811481481481481,0.18481481481481482,65.03032691177778,24.007348800444444,4693.634208333333,228.02203687844445,87.14315996937778,35.42031215697778,102.05579536733332,32.22242309968889,9.254930760644445,350.5855090048,4693.634208333333,350.5855090048,10.996296296296295,143.53314922766666,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-04,,,10,-2,2022/2023,6886.542272,199.1802595,84.63473481,22.58547047,97.48851155,24.40018007,3.82586928,105.139759,29.2172,17.483333333333334,37.15,23.816666666666666,6.5,0.03333333333333333,306.40046478,6.533333333333333,125.71456090000001,2022-08-01,1,-2,1GW__MD-2,9.766666666666667,20.911702127659574,17.588297872340426,7.829432624113475,0.11631205673758865,75.9544459219149,27.828725334042552,4052.736188638298,111.01925679134042,41.77366041368085,15.029520244340425,87.40629112276596,25.993868191702127,6.347393559595744,167.8224374493617,4052.736188638298,167.8224374493617,7.945744680851064,119.74755287406383,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-05,,,10,-1,2022/2023,2622.552016,68.3893209,11.795402,6.360193345,43.75026526,14.64292521,2.189601741,64.58843385,28.703,7.566666666666666,15.85,7.516666666666667,1.85,0.0,86.544916245,1.85,60.582792211,2022-08-01,1,-1,1GW__MD-1,9.423717948717949,20.71923076923077,16.593910256410258,6.694871794871795,0.10288461538461538,72.10142026192308,28.034503429423076,3940.197044403846,105.50785913848077,40.63632558794231,13.625856164615385,80.51742543576923,24.049830289980772,6.177146671153846,159.77004089103846,3940.197044403846,159.77004089103846,6.797756410256411,110.74440239690384,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-06,EVE,Everton,0,0,2022/2023,5654.028319,447.0905452,164.5766708,82.74642973,122.5681273,49.74844568,22.20173654,46.04835304,30.29811976,1.15,1.0666666666666667,11.566666666666666,13.25,2.5,694.4136457300001,15.75,194.51830952,2022-08-01,1,0,1GW__MD0,3.9731292517006804,10.341836734693878,14.97687074829932,15.121088435374148,0.5642857142857143,74.38866546591836,30.707753016938778,7487.325149979592,505.3773893838775,229.00496325489794,92.51187788530612,166.49884779489796,64.09284735530613,23.0298197097551,826.8942305240815,7487.325149979592,826.8942305240815,15.685374149659863,253.62151485995918,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-07,,,1,-7,2022/2023,7379.419445,230.4563784,76.86554786,36.82659852,127.8810687,41.20852149,13.27639123,116.656904,30.8216,15.866666666666667,32.416666666666664,16.65,5.716666666666667,0.06666666666666667,344.14852478,5.783333333333333,182.36598142,2022-08-01,1,1,1GW__MD1,2.79281045751634,8.547712418300653,9.232679738562092,6.939869281045752,0.15718954248366016,37.424040298039216,14.695476965686275,2452.3415318235293,90.88132339196078,37.2740875637451,13.015958864470587,62.145419423137255,19.803205047882354,5.479300289215686,141.17136982017647,2452.3415318235293,141.17136982017647,7.097058823529411,87.42792476023529,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-08,,,2,-6,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-08,1,-6,1GW__MD-6,4.186904761904762,9.377380952380951,10.732142857142858,5.708333333333334,0.19999999999999998,38.626952932142856,16.14615952357143,2543.6268620714286,142.23818175714285,29.804909245642854,7.671446521571428,52.84385426285714,15.361985165785715,3.8538720787142857,179.71453752435716,2543.6268620714286,179.71453752435716,5.908333333333333,72.05971150735715,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-09,,,3,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2022-08-08,1,-5,1GW__MD-5,5.178494623655914,14.13225806451613,16.627956989247313,11.166129032258064,0.19731182795698926,61.79784241967742,23.793400790967745,3861.930503258064,237.02997083741937,80.98398891645162,21.89194852683871,89.83080762032257,28.510802373548387,7.215565398967742,339.90590828070964,3861.930503258064,339.90590828070964,11.363440860215054,125.55717539283872,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-10,,,4,-4,2022/2023,6388.152035,461.7284954,209.4731691,76.4638338,120.4362528,49.55272992,16.95432555,94.99376919,31.51548,9.166666666666666,22.4,23.95,10.5,0.16666666666666666,747.6654983,10.666666666666666,186.94330827,2022-08-08,1,-4,1GW__MD-4,7.345934959349593,17.265040650406505,17.797154471544715,10.799186991869918,0.17479674796747968,73.81371141658536,26.308994349512194,4794.468987560976,206.57831908465855,87.30228746441463,32.02510753697561,110.22082537243904,36.73025046560976,11.105192325317073,325.90571408604876,4794.468987560976,325.90571408604876,10.973983739837399,158.05626816336584,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2022-08-11,,,5,-3,2022/2023,3727.993084,181.5062074,66.49044126,20.46043373,103.3060547,50.74886844,15.71521045,60.25599587,28.85883,5.1,14.316666666666666,13.816666666666666,10.116666666666667,0.15,268.45708239,10.266666666666667,169.77013359,2022-08-08,1,-3,1GW__MD-3,4.284074074074074,13.224814814814815,15.965925925925927,10.811481481481481,0.18481481481481482,65.03032691177778,24.007348800444444,4693.634208333333,228.02203687844445,87.14315996937778,35.42031215697778,102.05579536733332,32.22242309968889,9.254930760644445,350.5855090048,4693.634208333333,350.5855090048,10.996296296296295,143.53314922766666,70.59387717,28.7972,4379.721052,148.9510929,57.51050684,15.96618355,97.1870205,29.17985659,7.957455431,223.1115869,223.1115869,7.75,134.131790958,6.058554572271386,14.757374631268437,15.093854473942969,9.494788593903637,0.20968534906588002,64.20352885277286,24.621580764896756,4365.876280572272,205.82717505933627,83.20184206651622,31.0011551800354,96.82418880946902,32.04423032012979,9.520338200737463,320.0301723058879,4365.876280572272,320.0301723058879,9.704473942969518,138.3887573303363,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
